category,price,rating,stock,Discount,status
,6903,,Out of Stock,12,Active
,8516,3.544980062,,11,Active
,4207,1.319022509,Out of Stock,3,Active
,9598,3.699077231,In Stock,7,Inactive
,9792,1.743031067,Out of Stock,26,Inactive
C,2463,2.946698992,In Stock,45,Active
B,6103,1.617805636,Out of Stock,45,Inactive
,4967,2.4686099,,41,Inactive
,8872,2.328695177,,13,Active
,9765,,,19,Inactive
,9650,,,24,Inactive
,1493,,Out of Stock,36,Active
,1462,,In Stock,0,Active
,2642,,In Stock,23,Inactive
,7573,4.489969796,Out of Stock,22,Inactive
,3785,1.384911857,In Stock,2,Active
,7431,2.221917332,Out of Stock,10,Active
A,3885,,In Stock,1,Inactive
,,,Out of Stock,4,Active
,2054,4.020705695,In Stock,2,Inactive
,2294,,In Stock,1,Inactive
,5652,,Out of Stock,4,Active
C,4468,,,40,Inactive
A,4861,2.394329224,In Stock,14,Inactive
,8509,,,32,Inactive
,,1.60752123,,14,Active
,213,1.309339081,In Stock,30,Active
D,6302,,Out of Stock,40,Inactive
,4599,2.705919699,,16,Inactive
,1054,,In Stock,17,Active
B,6431,,In Stock,4,Inactive
,6437,2.023571355,,33,Inactive
C,8137,,Out of Stock,1,Inactive
,2935,,In Stock,10,Inactive
C,5273,2.41368793,,10,Active
,4077,,Out of Stock,16,Inactive
,3385,,,31,Active
,6143,,,11,Active
,4185,,In Stock,13,Active
,4962,3.120587146,Out of Stock,46,Active
,2341,,,19,Inactive
D,3945,1.873916738,,36,Active
,2806,3.092530207,Out of Stock,28,Active
D,6057,4.704368946,In Stock,48,Inactive
,9011,,In Stock,,Active
,3978,2.412441128,In Stock,32,Active
,1707,,,,Active
,855,,Out of Stock,7,Inactive
,1279,4.968169216,Out of Stock,36,Active
,8705,4.899799222,In Stock,23,Active
,7317,1.159973318,,0,Active
,9972,,Out of Stock,15,Active
,4194,,Out of Stock,36,Inactive
,1152,,Out of Stock,,Inactive
,1155,,In Stock,38,Active
C,7400,2.794173201,In Stock,18,Active
B,1241,3.728174431,In Stock,9,Inactive
,4774,2.311133034,Out of Stock,14,Active
,9789,3.979390199,In Stock,14,Inactive
B,6906,,Out of Stock,41,Inactive
,5383,3.093622925,In Stock,27,Inactive
,7721,4.973106648,Out of Stock,34,Inactive
C,,1.303464721,Out of Stock,7,Inactive
,4789,,Out of Stock,0,Inactive
D,,,In Stock,40,Active
,3855,,Out of Stock,46,Inactive
B,1697,,,4,Active
,3227,,Out of Stock,42,Inactive
A,8483,,In Stock,,Active
,687,1.788130319,In Stock,25,Active
,8073,,Out of Stock,4,Active
A,7280,2.153805081,Out of Stock,23,Active
,1124,1.297694055,,29,Active
,4419,,In Stock,13,Active
,8891,,In Stock,37,Inactive
B,247,3.751445774,,10,Inactive
,9324,3.025832704,Out of Stock,37,Active
,4905,1.50058312,,7,Active
,7605,,Out of Stock,4,Inactive
D,1237,1.279288935,,44,Inactive
D,4000,4.494689666,,,Active
D,5788,3.940537274,,37,Inactive
B,7356,1.820593629,In Stock,11,Inactive
,1061,4.202112381,Out of Stock,8,Inactive
,2302,,In Stock,8,Inactive
,5634,,Out of Stock,46,Active
,7297,,,4,Active
,5207,4.598479017,Out of Stock,3,Active
,561,1.215438912,In Stock,,Active
,922,,Out of Stock,,Inactive
,6349,3.732495826,Out of Stock,,Inactive
D,7719,1.955424859,In Stock,39,Active
,186,4.1873013,,24,Active
,2971,1.662035827,In Stock,10,Inactive
,4495,,,4,Inactive
,5672,3.152687057,,27,Active
,7487,,In Stock,21,Active
D,8989,,,6,Active
,483,4.946046913,In Stock,32,Inactive
,6710,1.791122243,Out of Stock,27,Active
C,1685,,,6,Inactive
,6014,,Out of Stock,14,Active
A,5261,4.32659017,Out of Stock,12,Active
C,3481,3.041725997,In Stock,26,Inactive
B,6090,,In Stock,21,Inactive
C,9574,,In Stock,45,Active
,9464,1.976245629,Out of Stock,40,Inactive
,3074,1.064510351,In Stock,34,Active
,5674,1.128101183,In Stock,49,Inactive
,2271,1.599050224,Out of Stock,20,Active
,347,,,41,Active
,4847,2.722617028,,3,Inactive
,329,4.546468671,In Stock,48,Inactive
A,7150,2.977534834,In Stock,12,Active
,8468,,,24,Active
,9742,4.371794267,Out of Stock,20,Active
B,2659,4.690972541,,32,Active
C,2396,2.573546956,,0,Inactive
,528,,In Stock,17,Active
,1827,,Out of Stock,37,Inactive
A,4385,2.904320873,,2,Active
C,6576,,In Stock,23,Active
,2821,1.616670621,,14,Active
C,,,,32,Inactive
,6812,,In Stock,26,Active
A,8754,,In Stock,7,Inactive
,5077,,,10,Active
,4175,,,8,Active
,8341,1.032464768,In Stock,15,Active
,6138,,,18,Active
,1973,,In Stock,6,Inactive
,7355,2.453411434,Out of Stock,5,Active
B,906,2.25422441,Out of Stock,25,Inactive
D,8779,,,26,Active
,124,,In Stock,19,Active
,5408,3.772788055,Out of Stock,19,Active
C,4501,2.295327989,In Stock,,Active
D,7053,4.34637662,In Stock,31,Inactive
,3751,4.822191172,,,Active
,9833,,In Stock,26,Inactive
A,8339,3.558316017,In Stock,22,Inactive
C,1884,,,38,Inactive
D,6107,,,24,Active
C,1258,4.516189227,Out of Stock,37,Active
,5039,4.016191571,In Stock,28,Inactive
,3074,3.585064181,Out of Stock,24,Active
A,3020,3.3865934,In Stock,28,Inactive
,2271,4.477057359,In Stock,13,Inactive
A,640,,,26,Active
C,1521,,,42,Inactive
,6878,2.755873466,In Stock,19,Inactive
D,2674,,In Stock,,Active
,924,,,49,Active
,8067,3.479179342,,20,Inactive
,,,In Stock,12,Inactive
C,6491,3.651875309,Out of Stock,18,Active
D,5957,,In Stock,35,Active
,,3.224233325,Out of Stock,40,Inactive
,4393,,Out of Stock,48,Inactive
D,263,,Out of Stock,19,Active
,6311,4.30510536,In Stock,2,Active
,873,,Out of Stock,,Inactive
D,5053,,Out of Stock,5,Inactive
,1641,,Out of Stock,41,Active
,1140,,In Stock,43,Inactive
,1689,,In Stock,28,Active
A,5690,2.53064748,In Stock,42,Inactive
,9250,2.065038992,In Stock,2,Active
D,6666,3.164385411,In Stock,36,Inactive
,2146,1.489775649,In Stock,27,Inactive
,9210,1.844376017,,7,Active
,4103,2.096919118,In Stock,14,Active
,3301,,Out of Stock,3,Inactive
A,5398,2.939921336,In Stock,31,Inactive
,7066,,,21,Active
,2048,4.117404864,,,Active
D,446,2.814045332,Out of Stock,17,Active
B,8127,,Out of Stock,26,Active
,3012,1.038128379,In Stock,12,Active
,5693,,In Stock,17,Inactive
A,9456,1.227716415,In Stock,40,Inactive
A,1832,,In Stock,26,Inactive
,7640,1.035964941,Out of Stock,34,Inactive
,9980,,Out of Stock,1,Inactive
C,7511,,Out of Stock,33,Inactive
,1025,,In Stock,5,Inactive
,5867,4.13311489,,18,Inactive
,1907,,,16,Inactive
,2886,2.351454033,In Stock,7,Active
,3733,3.195066628,Out of Stock,22,Inactive
D,7288,,In Stock,8,Inactive
D,9390,1.736712394,Out of Stock,4,Inactive
,9037,,Out of Stock,,Active
,102,4.467553452,Out of Stock,19,Inactive
A,580,,,17,Active
,1870,1.047904207,,15,Active
,9076,2.501426448,,34,Inactive
,7248,3.575076519,In Stock,34,Active
,4394,2.605273975,,31,Active
,5408,2.378437337,,4,Active
,1642,,In Stock,13,Inactive
C,5458,2.097676289,Out of Stock,,Active
C,6387,4.992309231,In Stock,,Active
,9702,2.449885496,In Stock,48,Active
,5335,2.544738725,Out of Stock,25,Inactive
,7985,,Out of Stock,1,Active
,9788,1.123966934,In Stock,40,Inactive
,1362,,In Stock,15,Inactive
C,3225,,,,Active
D,9180,3.859879619,In Stock,23,Inactive
,7287,,In Stock,27,Active
,3687,2.929516447,Out of Stock,11,Active
C,2087,2.647342699,In Stock,37,Active
,,4.802708674,In Stock,43,Inactive
C,4756,1.620261043,In Stock,,Active
D,6464,2.856853817,In Stock,,Active
D,1947,,In Stock,42,Active
A,7681,2.873701777,In Stock,33,Inactive
B,8761,,In Stock,9,Active
A,5528,,,35,Active
,2191,2.414634683,In Stock,37,Inactive
,5661,,Out of Stock,3,Inactive
,880,4.883646612,,24,Active
B,855,2.82351236,,,Active
,2420,,,25,Active
,2291,4.941379646,In Stock,1,Inactive
,7224,4.029540693,Out of Stock,41,Inactive
A,4878,,Out of Stock,3,Inactive
D,1136,,In Stock,47,Active
,,3.503204175,,14,Active
,7435,,,7,Inactive
,7807,4.79121881,,46,Inactive
,8874,2.094964448,Out of Stock,48,Inactive
,6348,,,40,Inactive
,2585,,In Stock,40,Active
,8681,2.587151908,Out of Stock,28,Inactive
,6359,3.100418041,,17,Active
,8410,3.956249795,,7,Active
,8964,2.854082076,Out of Stock,,Active
,,,Out of Stock,25,Inactive
,1888,,In Stock,37,Active
,6110,,Out of Stock,43,Inactive
,3526,,,8,Active
,7199,2.534106499,In Stock,42,Inactive
,9439,,In Stock,32,Active
,5097,1.987885361,In Stock,41,Inactive
,8031,4.025766746,,48,Active
,2205,1.260327458,In Stock,,Inactive
,3240,2.865361848,In Stock,8,Inactive
B,3263,,Out of Stock,30,Active
,1322,1.591617819,,24,Inactive
,3261,,In Stock,36,Inactive
,9392,,,7,Active
,3833,3.864901022,,48,Active
,,3.71436069,,37,Active
,1962,1.882743758,,,Active
,2266,2.533517605,,6,Active
,8889,3.369023778,In Stock,7,Active
,270,4.585342504,,16,Inactive
C,3231,4.696794471,,44,Inactive
D,981,1.999054721,In Stock,18,Inactive
,8654,,,45,Inactive
,1253,,,20,Active
,824,1.068409357,In Stock,4,Active
,3638,2.148976318,,14,Inactive
,740,,,49,Inactive
D,3768,1.263782899,In Stock,40,Active
,9185,,Out of Stock,9,Inactive
,6373,4.6076648,Out of Stock,26,Inactive
C,2408,,Out of Stock,48,Inactive
A,6998,4.864179522,In Stock,16,Active
,2074,3.324158951,Out of Stock,27,Active
,7533,,In Stock,,Inactive
,206,,Out of Stock,24,Active
A,4726,4.108624764,Out of Stock,44,Inactive
,5783,4.592684611,In Stock,17,Inactive
,1560,3.934529854,Out of Stock,31,Active
A,9918,1.118967883,,40,Active
,2030,3.764782582,,16,Active
D,3745,,,,Active
,4900,,In Stock,4,Active
,5737,,,41,Inactive
,7045,,Out of Stock,30,Active
A,2748,2.175996366,In Stock,22,Inactive
,4714,4.452471942,In Stock,33,Active
B,2013,,Out of Stock,,Inactive
,1394,,In Stock,31,Inactive
,7465,,Out of Stock,33,Inactive
,7701,,In Stock,41,Inactive
C,4894,2.511933277,Out of Stock,33,Inactive
A,4843,,Out of Stock,9,Inactive
,8736,,Out of Stock,13,Inactive
B,9120,1.507027373,,39,Active
,2427,,Out of Stock,39,Inactive
,4535,3.733718456,,20,Active
C,2330,3.588283747,Out of Stock,19,Inactive
,1218,1.382636405,In Stock,14,Active
,7142,4.814401443,In Stock,2,Active
A,9622,,,28,Inactive
,9258,1.592830948,In Stock,45,Inactive
A,5072,1.308485154,,15,Active
,3168,,,5,Active
A,6649,,Out of Stock,9,Inactive
A,7425,3.930987622,Out of Stock,24,Active
,8623,3.27442487,,30,Inactive
D,4867,,In Stock,5,Active
,3405,3.217731353,In Stock,40,Inactive
,4240,,In Stock,48,Inactive
,341,2.752335863,,21,Inactive
,4403,,In Stock,49,Inactive
,9457,1.121511541,Out of Stock,,Active
,5292,3.558405153,Out of Stock,25,Active
,4072,4.609600421,In Stock,11,Active
D,4191,,In Stock,43,Active
,3027,,Out of Stock,0,Active
,2249,,In Stock,49,Active
,8792,,In Stock,18,Inactive
,4287,2.597766762,Out of Stock,44,Active
,3523,2.500812481,Out of Stock,32,Active
D,979,,,27,Active
,,4.46420506,,45,Inactive
,614,3.412714872,,28,Inactive
D,2424,3.039379725,Out of Stock,32,Active
A,5817,3.161971515,,24,Inactive
,9563,1.103203498,Out of Stock,9,Active
D,6712,,,36,Active
,2864,1.374962335,In Stock,46,Active
,5196,3.530322849,Out of Stock,35,Active
A,8066,2.094705204,Out of Stock,21,Active
D,3106,4.489099382,,34,Inactive
D,7814,4.75101558,In Stock,23,Inactive
,4678,3.520867804,In Stock,42,Inactive
,6026,,In Stock,40,Active
,5711,1.637830901,,41,Inactive
,9460,3.299918608,In Stock,34,Inactive
,2352,,Out of Stock,11,Active
D,5589,4.085492347,In Stock,19,Active
,894,,,17,Active
,5496,1.200074335,,14,Active
,2779,4.351952164,Out of Stock,45,Active
,752,,In Stock,31,Active
A,4745,,,5,Active
,7978,3.801318375,In Stock,32,Active
B,6583,3.828275752,,36,Active
,4874,,In Stock,48,Inactive
,8777,3.312599491,,27,Inactive
C,347,,Out of Stock,0,Active
,,,,8,Inactive
,7020,3.891771576,In Stock,21,Active
B,1973,4.273512442,,,Active
C,3151,,,29,Active
,7179,4.194326328,,20,Active
,294,,In Stock,38,Active
,3449,,In Stock,25,Inactive
B,3166,,Out of Stock,20,Active
,6922,,,40,Active
,3695,,In Stock,4,Active
,5828,,,,Inactive
,5273,,In Stock,26,Active
,5549,2.048024675,In Stock,19,Inactive
,1585,,,,Active
,4676,1.268183352,,19,Inactive
,5071,2.700497886,Out of Stock,27,Inactive
,6691,2.121157901,Out of Stock,39,Active
,3065,,In Stock,29,Inactive
,3516,,In Stock,28,Inactive
B,1354,4.168446392,In Stock,14,Active
C,879,,,47,Active
C,6503,,In Stock,,Inactive
,6397,4.529676872,Out of Stock,2,Active
,247,3.569110834,,26,Inactive
A,3200,,,31,Inactive
,5320,,In Stock,,Active
,9076,,In Stock,38,Inactive
,7930,,,38,Active
,6582,,Out of Stock,6,Inactive
C,9391,3.864020147,In Stock,20,Inactive
,4355,,,4,Inactive
,4330,2.569388962,Out of Stock,5,Active
,2962,1.999391078,Out of Stock,,Inactive
C,4990,3.35405353,In Stock,,Active
D,6828,3.950308608,,29,Active
,2771,,Out of Stock,25,Inactive
,3179,,Out of Stock,48,Inactive
B,2763,,In Stock,16,Inactive
,2224,,Out of Stock,25,Active
,6786,4.778414495,Out of Stock,35,Inactive
,1640,,Out of Stock,36,Inactive
D,5103,,,3,Active
A,3946,3.07696013,Out of Stock,19,Active
,,,Out of Stock,17,Active
C,475,,,20,Active
C,5682,,Out of Stock,6,Inactive
A,,2.026997592,,29,Inactive
C,3208,1.755953974,,30,Active
C,7241,,,,Inactive
,3798,,In Stock,,Inactive
,1450,3.681593384,In Stock,4,Active
C,9312,,Out of Stock,36,Active
,6333,2.600325045,In Stock,41,Inactive
,6894,2.997893821,Out of Stock,45,Inactive
,800,2.041203499,Out of Stock,26,Active
,5001,,Out of Stock,18,Active
C,1358,1.510616146,In Stock,29,Active
,7104,3.635080976,In Stock,47,Inactive
,649,4.435194415,In Stock,,Inactive
,9209,3.605904846,In Stock,21,Inactive
,,1.078890043,Out of Stock,21,Inactive
C,4521,,Out of Stock,6,Active
A,2047,2.871748455,,42,Active
C,1277,1.15963685,,15,Active
,1697,2.276089036,Out of Stock,34,Inactive
D,1198,,In Stock,40,Inactive
B,2449,,,44,Active
B,1243,,In Stock,45,Inactive
D,1090,,Out of Stock,40,Active
,4751,2.182610295,In Stock,16,Active
D,9562,,,,Inactive
,2892,4.237935914,Out of Stock,34,Inactive
A,3810,,,,Inactive
,9502,,In Stock,44,Inactive
A,3658,3.97162635,In Stock,3,Active
D,5271,3.413483782,Out of Stock,25,Inactive
,8450,1.983625303,,11,Active
,8465,1.781896189,In Stock,,Inactive
B,7708,3.315785336,Out of Stock,,Inactive
,8158,4.656888736,In Stock,20,Active
,5371,,Out of Stock,17,Inactive
,2865,,,23,Active
,7038,1.886192103,In Stock,13,Active
,4887,2.211875156,Out of Stock,18,Inactive
,9441,,Out of Stock,32,Active
B,2804,1.093120036,Out of Stock,42,Inactive
,5520,,In Stock,47,Active
,403,4.828010404,,20,Active
,5048,,Out of Stock,28,Active
,,3.576631706,,46,Active
,1526,,,45,Inactive
B,4715,4.057045455,Out of Stock,30,Inactive
C,3163,1.930078186,In Stock,0,Active
,,,Out of Stock,46,Inactive
B,2807,1.3806677,Out of Stock,34,Active
D,3823,,In Stock,36,Inactive
,5702,3.349045531,In Stock,3,Active
A,5755,4.32458394,Out of Stock,3,Inactive
A,3099,,Out of Stock,5,Active
,5133,,Out of Stock,,Inactive
B,2213,,,46,Inactive
C,4158,,,34,Inactive
A,4021,,Out of Stock,44,Active
C,6886,,In Stock,18,Active
,6240,,Out of Stock,27,Inactive
,9525,,,13,Active
A,1742,4.054814421,In Stock,49,Inactive
B,1580,1.25118001,In Stock,20,Active
,5997,,In Stock,10,Active
,7089,2.482074701,Out of Stock,16,Inactive
,9926,4.161603408,In Stock,18,Inactive
,5985,1.619002224,,15,Active
,6216,3.747790804,In Stock,24,Active
,9867,2.01974112,Out of Stock,45,Active
,6388,3.215387337,Out of Stock,40,Inactive
,416,,,5,Inactive
,9784,1.892257089,,49,Active
,1979,3.307428224,In Stock,22,Inactive
D,9328,3.741103836,In Stock,,Inactive
,6890,,Out of Stock,19,Active
C,6321,,Out of Stock,21,Inactive
,6174,,,39,Active
D,336,2.736114085,In Stock,40,Inactive
,7308,,In Stock,26,Inactive
A,6101,4.528658033,,17,Active
,7910,,Out of Stock,35,Active
B,7960,,,4,Inactive
,4898,2.731384004,,0,Active
D,9288,2.047267596,In Stock,22,Inactive
,8587,,,18,Inactive
,9068,2.942293802,,19,Active
,,,,42,Active
,1072,,Out of Stock,23,Inactive
,7118,4.56690104,In Stock,45,Active
C,9973,1.200969604,Out of Stock,,Inactive
C,892,1.314670841,Out of Stock,41,Active
D,6151,3.238450232,In Stock,15,Inactive
B,7612,,Out of Stock,30,Active
,1208,,In Stock,41,Inactive
B,9436,,Out of Stock,7,Inactive
B,5182,1.82776052,Out of Stock,1,Active
A,4481,,,11,Inactive
C,2312,3.325562275,Out of Stock,16,Active
D,8314,4.471499098,,7,Active
,6398,1.938529195,Out of Stock,8,Inactive
,2770,,,,Active
,2603,,,,Inactive
,8300,3.255242956,Out of Stock,25,Active
,6462,4.319044599,,12,Inactive
A,112,3.734403232,Out of Stock,23,Active
,6288,4.902741921,Out of Stock,2,Active
D,795,,Out of Stock,8,Active
A,1516,,In Stock,14,Active
B,9752,4.465997245,In Stock,29,Inactive
A,7535,2.684755826,In Stock,13,Inactive
C,6679,,In Stock,21,Active
,9725,,Out of Stock,49,Active
D,7628,,,15,Inactive
B,6602,1.629195704,Out of Stock,28,Active
,8104,3.172666913,In Stock,23,Active
,4197,,,15,Inactive
,9522,,,29,Inactive
,6951,,Out of Stock,32,Inactive
,5351,,In Stock,1,Active
,7740,,Out of Stock,16,Active
,5409,1.124400294,In Stock,9,Active
,6005,,In Stock,,Active
C,3675,,In Stock,16,Active
,9989,2.084323978,Out of Stock,,Active
,654,,,14,Active
A,6129,3.73394661,Out of Stock,7,Inactive
B,2775,,,11,Active
,6874,4.616561392,Out of Stock,44,Active
,4404,,In Stock,13,Active
,774,,Out of Stock,11,Inactive
A,5319,3.01401313,In Stock,,Inactive
A,286,,In Stock,22,Inactive
,4979,,,,Inactive
,9634,,Out of Stock,22,Active
D,2497,,In Stock,,Inactive
,8326,3.81852875,,12,Active
,4276,,Out of Stock,,Active
,4602,1.710344906,In Stock,,Active
,4720,2.55641981,Out of Stock,46,Active
,4005,2.300968718,Out of Stock,11,Inactive
C,9177,3.929974909,,42,Active
,6506,,,21,Active
,1179,,Out of Stock,6,Inactive
,131,,In Stock,39,Active
C,9841,3.809413787,In Stock,42,Active
D,7648,3.107604524,Out of Stock,20,Inactive
,500,,Out of Stock,27,Active
,7023,1.442215697,Out of Stock,49,Inactive
,5772,1.079728897,Out of Stock,24,Inactive
,7677,3.617867882,Out of Stock,35,Inactive
C,5357,,Out of Stock,33,Inactive
,2676,,Out of Stock,33,Active
,1898,,,24,Inactive
,404,,In Stock,32,Inactive
,8368,,,36,Inactive
B,3282,,Out of Stock,49,Inactive
,3582,4.858589462,,4,Inactive
D,3890,,,46,Active
,2828,,,23,Inactive
,8503,3.728815504,In Stock,,Active
,1216,,In Stock,32,Active
,551,,,,Active
,6248,,,15,Active
,7957,3.71140148,,1,Active
B,6456,4.790299402,Out of Stock,15,Active
A,,,Out of Stock,48,Active
,2652,,,34,Active
C,624,1.177298885,Out of Stock,40,Active
C,1801,4.852242152,In Stock,18,Inactive
,3303,,Out of Stock,1,Inactive
,7488,,Out of Stock,,Inactive
,1293,1.518004065,,44,Active
D,1172,,Out of Stock,24,Active
,9812,,,29,Inactive
B,7431,3.517445629,Out of Stock,20,Active
,6956,,Out of Stock,16,Active
,9012,,Out of Stock,21,Inactive
,8412,,Out of Stock,31,Inactive
,9083,,,44,Active
,7418,,In Stock,36,Active
B,8711,4.488839993,In Stock,5,Active
,4384,1.234584941,Out of Stock,25,Active
B,6204,3.803964327,In Stock,27,Inactive
,5235,3.155887015,In Stock,32,Active
C,4162,1.506986947,,23,Active
A,108,,,24,Inactive
,2278,,,28,Active
C,2279,4.508940519,,2,Active
D,6423,3.1048526,,25,Inactive
,225,,Out of Stock,39,Inactive
,6803,1.605141701,Out of Stock,14,Inactive
D,5341,1.057172233,In Stock,49,Inactive
C,2841,4.608064615,Out of Stock,4,Inactive
,7862,1.280110298,,37,Inactive
,5647,2.381149849,,3,Active
,7018,1.689904122,,,Inactive
C,1408,,In Stock,33,Inactive
A,3118,3.556225067,Out of Stock,49,Active
B,2875,2.684606273,In Stock,13,Active
,8488,,Out of Stock,37,Inactive
,3392,1.47841204,In Stock,14,Inactive
,1936,,,32,Active
,7578,,Out of Stock,35,Inactive
,4910,1.320688328,In Stock,7,Active
,2142,3.215238093,,,Inactive
C,7834,,,30,Active
D,2626,2.371213005,Out of Stock,22,Active
C,3343,,,6,Active
B,3382,4.054222016,Out of Stock,,Active
,4173,,Out of Stock,28,Inactive
B,9660,1.602973211,In Stock,13,Inactive
A,1270,,In Stock,41,Inactive
C,5952,,,41,Active
,2934,2.430425516,,17,Active
,6123,4.218019506,,24,Active
,280,2.0343442,Out of Stock,0,Active
,4971,,,11,Inactive
A,1456,,In Stock,41,Active
B,6540,2.198551575,,33,Inactive
,5006,4.938816763,Out of Stock,23,Inactive
B,854,,Out of Stock,24,Inactive
A,9943,,In Stock,48,Active
D,6564,,Out of Stock,23,Active
B,1558,,In Stock,17,Active
,7560,,,36,Inactive
B,3182,,In Stock,,Inactive
A,6297,4.575080452,Out of Stock,5,Active
,5821,,Out of Stock,31,Active
,2664,,Out of Stock,35,Inactive
C,,2.570715259,Out of Stock,47,Inactive
A,4611,1.598747854,Out of Stock,19,Active
,3669,1.912336577,,42,Active
,3143,4.053883768,Out of Stock,9,Inactive
,1337,3.029884022,Out of Stock,29,Inactive
,8028,,,28,Active
C,,1.798436344,Out of Stock,3,Inactive
,9267,,In Stock,4,Inactive
,7682,,Out of Stock,45,Active
,7462,3.35392134,In Stock,23,Inactive
,7939,,,45,Active
,1109,,,,Inactive
,6847,,In Stock,23,Inactive
,8393,,In Stock,19,Inactive
A,8332,2.319985366,Out of Stock,46,Active
B,3463,2.500502224,,46,Inactive
,520,2.080893682,In Stock,6,Inactive
,7043,2.708139943,In Stock,28,Active
C,4739,,Out of Stock,0,Active
B,395,,In Stock,40,Active
,669,1.902966551,Out of Stock,28,Active
A,9341,,In Stock,19,Inactive
B,289,,,31,Active
,5687,,,30,Inactive
A,6872,,In Stock,29,Inactive
B,8766,3.383382749,,24,Active
D,4709,,,17,Active
,8181,,,30,Active
,1794,3.834140135,Out of Stock,43,Inactive
,5032,2.458678238,,20,Inactive
,3425,2.33567692,In Stock,16,Active
,4250,3.367146431,Out of Stock,,Inactive
D,875,2.873781117,Out of Stock,28,Active
C,1349,3.687130177,Out of Stock,35,Active
,403,3.83780763,,41,Active
C,,,,11,Inactive
B,4310,,Out of Stock,13,Inactive
C,,1.143906406,Out of Stock,1,Active
D,3698,,In Stock,28,Inactive
,3511,2.448489928,,2,Active
D,4412,4.908254782,In Stock,41,Inactive
,5311,2.152983146,,23,Active
,935,4.572810906,In Stock,27,Active
B,653,1.900701025,Out of Stock,6,Inactive
,7500,,In Stock,27,Active
,4364,3.537555384,Out of Stock,14,Inactive
,9465,,Out of Stock,44,Inactive
,5323,1.07846505,Out of Stock,,Active
D,112,,In Stock,48,Active
C,2241,,,,Active
B,8056,,Out of Stock,25,Active
,9500,4.459124506,,37,Inactive
,4312,,Out of Stock,11,Inactive
,2317,,,14,Active
B,8854,,Out of Stock,,Inactive
,4082,1.768482825,Out of Stock,40,Inactive
,7173,,,39,Active
,3150,,In Stock,18,Active
,7280,4.51206597,Out of Stock,21,Active
,3127,4.084090221,Out of Stock,41,Active
C,7412,,In Stock,28,Inactive
B,2257,1.909385698,In Stock,45,Inactive
,3947,3.268254866,In Stock,31,Active
,2753,,Out of Stock,8,Inactive
,9630,4.945855833,Out of Stock,29,Active
C,3269,2.248140802,,26,Inactive
A,2733,4.148877745,,6,Active
,6069,,Out of Stock,15,Active
A,6606,,Out of Stock,,Active
,6499,3.183094062,Out of Stock,15,Inactive
,1192,4.538779954,In Stock,27,Inactive
,861,4.730122893,,36,Active
B,4382,2.744501249,In Stock,39,Inactive
,9971,3.122956263,In Stock,22,Inactive
D,7379,,In Stock,34,Active
,290,,In Stock,20,Active
,1415,1.811484839,Out of Stock,,Inactive
B,2320,,Out of Stock,38,Active
,9027,1.80995488,,45,Active
,966,3.375129475,Out of Stock,3,Active
C,1602,,In Stock,23,Inactive
,6967,,,18,Inactive
,6249,3.307382542,Out of Stock,34,Inactive
,3424,,,30,Inactive
,5295,2.608595773,,37,Active
,5827,,Out of Stock,2,Inactive
,6518,,In Stock,15,Active
,6585,,In Stock,36,Active
,9054,,,,Inactive
C,2749,,Out of Stock,30,Inactive
A,3403,4.362112541,,22,Active
,1422,2.354421789,In Stock,27,Inactive
,3464,2.925994185,,46,Active
,3221,,,1,Active
,2151,3.242911543,In Stock,2,Active
,,4.720405679,Out of Stock,,Inactive
,7211,2.147655358,,7,Inactive
,4957,4.340028627,Out of Stock,24,Inactive
,7309,,,8,Inactive
A,1814,,In Stock,32,Inactive
,8745,,In Stock,6,Active
C,9500,1.087394887,In Stock,30,Active
A,3513,,In Stock,47,Inactive
,8914,1.202121557,In Stock,3,Active
,2064,3.951393813,In Stock,20,Inactive
,1177,2.801337939,In Stock,4,Inactive
B,5449,,,29,Active
,563,,,9,Inactive
D,2442,,In Stock,2,Active
,,,,43,Inactive
B,166,4.166715606,Out of Stock,1,Active
,3991,,,15,Inactive
A,9133,2.298279712,,27,Active
,3367,3.118111376,Out of Stock,27,Inactive
,7489,,Out of Stock,36,Inactive
,849,,In Stock,4,Active
,7952,,,16,Active
,3089,3.318273233,In Stock,30,Active
,5172,2.155870268,In Stock,20,Inactive
,608,3.892560344,In Stock,,Active
C,3868,,,17,Inactive
D,7118,2.458454897,Out of Stock,43,Active
,5413,,In Stock,10,Active
A,4951,4.883902536,Out of Stock,23,Active
,1414,,,30,Inactive
C,3304,,Out of Stock,,Active
C,8716,1.418249285,,29,Inactive
B,2815,1.272567327,In Stock,1,Active
B,6290,4.403846454,Out of Stock,34,Inactive
D,6426,,Out of Stock,1,Active
,2144,,Out of Stock,38,Active
A,9093,4.316501679,In Stock,9,Inactive
,3633,4.309657869,Out of Stock,46,Inactive
B,5297,,In Stock,48,Active
,3272,2.73512497,,,Active
,8032,3.723883484,Out of Stock,32,Active
,6383,,In Stock,1,Inactive
,7024,,Out of Stock,30,Inactive
,719,4.58947814,In Stock,5,Active
A,4290,,In Stock,21,Inactive
,7949,,In Stock,31,Inactive
,1778,,Out of Stock,24,Inactive
,8871,3.246428037,Out of Stock,37,Active
,3856,,In Stock,23,Active
,4442,3.384609226,Out of Stock,47,Inactive
C,3748,3.191369663,In Stock,,Inactive
C,233,,,28,Inactive
B,373,2.25544132,In Stock,0,Active
,9605,3.890908494,,43,Active
A,5974,,In Stock,48,Active
